Code,Support Item Name,Registration Group Name,Support Category Number,Support Category Name,Unit,Quote,Start date,End Date,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,Remote,Very Remote,Non-Face-to-Face Support Provision,Provider Travel,Short Notice Cancellations.,NDIA Requested Reports,Irregular SIL Supports,Type,Detailed Item Description,Simplified Description
15_043_0128_1_3,Assessment Recommendation Therapy or Training - Counsellor,Therapeutic Supports,15,Improved Daily Living Skills,H,No,20230701,99991231,$156.16,$156.16,$156.16,$156.16,$156.16,$156.16,$156.16,$156.16,$218.62,$234.24,Y,Y,Y,Y,N,Price Limited Supports,,
15_045_0128_1_3,Community Engagement Assistance,Therapeutic Supports,15,Improved Daily Living Skills,H,No,20230701,99991231,$47.70,$47.70,$47.70,$47.70,$47.70,$47.70,$47.70,$47.70,$66.78,$71.55,Y,Y,Y,Y,N,Price Limited Supports,,
15_046_0129_1_3,Specialised Driver Training,Specialised Driver Training,15,Improved Daily Living Skills,E,Yes,20230701,99991231,,,,,,,,,,,,,,,,Quotable Supports,,
15_047_0135_1_3,Selection And/or Manufacture Of Customised Or Wearable Technology,Customised Prosthetics (includes Orthotics),15,Improved Daily Living Skills,H,No,20230701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports,,
15_049_0128_1_3,Multidisciplinary Team,Therapeutic Supports,15,Improved Daily Living Skills,E,No,20230701,99991231,,,,,,,,,,,N,N,N,N,N,,,
15_052_0128_1_3,Therapy Assistant - Level 1,Therapeutic Supports,15,Improved Daily Living Skills,H,No,20230701,99991231,$56.16,$56.16,$56.16,$56.16,$56.16,$56.16,$56.16,$56.16,$78.62,$84.24,Y,Y,Y,Y,N,Price Limited Supports,,
15_053_0128_1_3,Therapy Assistant - Level 2,Therapeutic Supports,15,Improved Daily Living Skills,H,No,20230701,99991231,$86.79,$86.79,$86.79,$86.79,$86.79,$86.79,$86.79,$86.79,$121.51,$130.19,Y,Y,Y,Y,N,Price Limited Supports,,
15_054_0128_1_3,Assessment Recommendation Therapy or Training - Psychologist,Therapeutic Supports,15,Improved Daily Living Skills,H,No,20230701,99991231,$214.41,$214.41,$234.83,$214.41,$234.83,$234.83,$214.41,$234.83,$328.76,$352.25,Y,Y,Y,Y,N,Price Limited Supports,,
15_055_0128_1_3,Assessment Recommendation Therapy or Training - Physiotherapist,Therapeutic Supports,15,Improved Daily Living Skills,H,No,20230701,99991231,$193.99,$193.99,$224.62,$193.99,$224.62,$224.62,$193.99,$224.62,$314.47,$336.93,Y,Y,Y,Y,N,Price Limited Supports,,
15_056_0128_1_3,Assessment Recommendation Therapy or Training - Other Professional,Therapeutic Supports,15,Improved Daily Living Skills,H,No,20230701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports,,
15_062_0128_3_3,Assessment Recommendation Therapy or Training - Dietitian,Therapeutic Supports,15,Improved Daily Living Skills,H,No,20230701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports,,
15_200_0126_1_3,Assessment Recommendation Therapy or Training - Exercise Physiologist,Exercise Physiology & Personal Well-being Activities,15,Improved Daily Living Skills,H,No,20230701,99991231,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$233.79,$250.49,Y,Y,Y,Y,N,Price Limited Supports,,
15_200_0128_1_3,Assessment Recommendation Therapy or Training - Exercise Physiologist,Therapeutic Supports,15,Improved Daily Living Skills,H,No,20230701,99991231,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$233.79,$250.49,Y,Y,Y,Y,N,Price Limited Supports,,
15_222400911_0124_1_3,Low Cost AT - Support Capacity Building,Communication And Information Equipment,15,Improved Daily Living Skills,E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,,
15_400_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Weekday Daytime,Community Nursing Care,15,Improved Daily Living Skills,H,No,20230701,99991231,$93.06,$93.06,$93.06,$93.06,$93.06,$93.06,$93.06,$93.06,$130.28,$139.59,Y,Y,Y,Y,N,Price Limited Supports,,
15_401_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Weekday Evening,Community Nursing Care,15,Improved Daily Living Skills,H,No,20230701,99991231,$102.65,$102.65,$102.65,$102.65,$102.65,$102.65,$102.65,$102.65,$143.71,$153.98,Y,Y,Y,Y,N,Price Limited Supports,,
15_402_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Saturday,Community Nursing Care,15,Improved Daily Living Skills,H,No,20230701,99991231,$132.75,$132.75,$132.75,$132.75,$132.75,$132.75,$132.75,$132.75,$185.85,$199.13,Y,Y,Y,Y,N,Price Limited Supports,,
15_403_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Sunday,Community Nursing Care,15,Improved Daily Living Skills,H,No,20230701,99991231,$152.61,$152.61,$152.61,$152.61,$152.61,$152.61,$152.61,$152.61,$213.65,$228.92,Y,Y,Y,Y,N,Price Limited Supports,,
15_404_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Public Holiday,Community Nursing Care,15,Improved Daily Living Skills,H,No,20230701,99991231,$172.44,$172.44,$172.44,$172.44,$172.44,$172.44,$172.44,$172.44,$241.42,$258.66,Y,Y,Y,Y,N,Price Limited Supports,,
15_405_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Weekday Night,Community Nursing Care,15,Improved Daily Living Skills,H,No,20230701,99991231,$104.56,$104.56,$104.56,$104.56,$104.56,$104.56,$104.56,$104.56,$146.38,$156.84,Y,Y,Y,Y,N,Price Limited Supports,,
15_406_0114_1_3,Delivery of Health Supports by a Registered Nurse - Weekday Daytime,Community Nursing Care,15,Improved Daily Living Skills,H,No,20230701,99991231,$115.21,$115.21,$115.21,$115.21,$115.21,$115.21,$115.21,$115.21,$161.29,$172.82,Y,Y,Y,Y,N,Price Limited Supports,,
15_407_0114_1_3,Delivery of Health Supports by a Registered Nurse - Weekday Evening,Community Nursing Care,15,Improved Daily Living Skills,H,No,20230701,99991231,$127.10,$127.10,$127.10,$127.10,$127.10,$127.10,$127.10,$127.10,$177.94,$190.65,Y,Y,Y,Y,N,Price Limited Supports,,
15_408_0114_1_3,Delivery of Health Supports by a Registered Nurse - Saturday,Community Nursing Care,15,Improved Daily Living Skills,H,No,20230701,99991231,$164.42,$164.42,$164.42,$164.42,$164.42,$164.42,$164.42,$164.42,$230.19,$246.63,Y,Y,Y,Y,N,Price Limited Supports,,
15_409_0114_1_3,Delivery of Health Supports by a Registered Nurse - Sunday,Community Nursing Care,15,Improved Daily Living Skills,H,No,20230701,99991231,$189.02,$189.02,$189.02,$189.02,$189.02,$189.02,$189.02,$189.02,$264.63,$283.53,Y,Y,Y,Y,N,Price Limited Supports,,
15_410_0114_1_3,Delivery of Health Supports by a Registered Nurse - Public Holiday,Community Nursing Care,15,Improved Daily Living Skills,H,No,20230701,99991231,$213.62,$213.62,$213.62,$213.62,$213.62,$213.62,$213.62,$213.62,$299.07,$320.43,Y,Y,Y,Y,N,Price Limited Supports,,
15_411_0114_1_3,Delivery of Health Supports by a Registered Nurse - Weekday Night,Community Nursing Care,15,Improved Daily Living Skills,H,No,20230701,99991231,$129.46,$129.46,$129.46,$129.46,$129.46,$129.46,$129.46,$129.46,$181.24,$194.19,Y,Y,Y,Y,N,Price Limited Supports,,
15_412_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Weekday Daytime,Community Nursing Care,15,Improved Daily Living Skills,H,No,20230701,99991231,$133.27,$133.27,$133.27,$133.27,$133.27,$133.27,$133.27,$133.27,$186.58,$199.91,Y,Y,Y,Y,N,Price Limited Supports,,
15_413_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Weekday Evening,Community Nursing Care,15,Improved Daily Living Skills,H,No,20230701,99991231,$147.00,$147.00,$147.00,$147.00,$147.00,$147.00,$147.00,$147.00,$205.80,$220.50,Y,Y,Y,Y,N,Price Limited Supports,,
15_414_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Saturday,Community Nursing Care,15,Improved Daily Living Skills,H,No,20230701,99991231,$190.18,$190.18,$190.18,$190.18,$190.18,$190.18,$190.18,$190.18,$266.25,$285.27,Y,Y,Y,Y,N,Price Limited Supports,,
15_415_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Sunday,Community Nursing Care,15,Improved Daily Living Skills,H,No,20230701,99991231,$218.64,$218.64,$218.64,$218.64,$218.64,$218.64,$218.64,$218.64,$306.10,$327.96,Y,Y,Y,Y,N,Price Limited Supports,,
15_416_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Public Holiday,Community Nursing Care,15,Improved Daily Living Skills,H,No,20230701,99991231,$247.10,$247.10,$247.10,$247.10,$247.10,$247.10,$247.10,$247.10,$345.94,$370.65,Y,Y,Y,Y,N,Price Limited Supports,,
15_417_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Weekday Night,Community Nursing Care,15,Improved Daily Living Skills,H,No,20230701,99991231,$149.76,$149.76,$149.76,$149.76,$149.76,$149.76,$149.76,$149.76,$209.66,$224.64,Y,Y,Y,Y,N,Price Limited Supports,,
15_418_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Daytime,Community Nursing Care,15,Improved Daily Living Skills,H,No,20230701,99991231,$157.61,$157.61,$157.61,$157.61,$157.61,$157.61,$157.61,$157.61,$220.65,$236.42,Y,Y,Y,Y,N,Price Limited Supports,,
15_419_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,Community Nursing Care,15,Improved Daily Living Skills,H,No,20230701,99991231,$173.88,$173.88,$173.88,$173.88,$173.88,$173.88,$173.88,$173.88,$243.43,$260.82,Y,Y,Y,Y,N,Price Limited Supports,,
15_420_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,Community Nursing Care,15,Improved Daily Living Skills,H,No,20230701,99991231,$225.03,$225.03,$225.03,$225.03,$225.03,$225.03,$225.03,$225.03,$315.04,$337.55,Y,Y,Y,Y,N,Price Limited Supports,,
15_421_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,Community Nursing Care,15,Improved Daily Living Skills,H,No,20230701,99991231,$258.73,$258.73,$258.73,$258.73,$258.73,$258.73,$258.73,$258.73,$362.22,$388.10,Y,Y,Y,Y,N,Price Limited Supports,,
15_422_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,Community Nursing Care,15,Improved Daily Living Skills,H,No,20230701,99991231,$292.43,$292.43,$292.43,$292.43,$292.43,$292.43,$292.43,$292.43,$409.40,$438.65,Y,Y,Y,Y,N,Price Limited Supports,,
15_423_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,Community Nursing Care,15,Improved Daily Living Skills,H,No,20230701,99991231,$177.13,$177.13,$177.13,$177.13,$177.13,$177.13,$177.13,$177.13,$247.98,$265.70,Y,Y,Y,Y,N,Price Limited Supports,,
15_424_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,Community Nursing Care,15,Improved Daily Living Skills,H,No,20230701,99991231,$164.78,$164.78,$164.78,$164.78,$164.78,$164.78,$164.78,$164.78,$230.69,$247.17,Y,Y,Y,Y,N,Price Limited Supports,,
15_425_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,Community Nursing Care,15,Improved Daily Living Skills,H,No,20230701,99991231,$181.77,$181.77,$181.77,$181.77,$181.77,$181.77,$181.77,$181.77,$254.48,$272.66,Y,Y,Y,Y,N,Price Limited Supports,,
15_426_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Saturday,Community Nursing Care,15,Improved Daily Living Skills,H,No,20230701,99991231,$235.27,$235.27,$235.27,$235.27,$235.27,$235.27,$235.27,$235.27,$329.38,$352.91,Y,Y,Y,Y,N,Price Limited Supports,,
15_427_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Sunday,Community Nursing Care,15,Improved Daily Living Skills,H,No,20230701,99991231,$270.51,$270.51,$270.51,$270.51,$270.51,$270.51,$270.51,$270.51,$378.71,$405.77,Y,Y,Y,Y,N,Price Limited Supports,,
15_428_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,Community Nursing Care,15,Improved Daily Living Skills,H,No,20230701,99991231,$305.75,$305.75,$305.75,$305.75,$305.75,$305.75,$305.75,$305.75,$428.05,$458.63,Y,Y,Y,Y,N,Price Limited Supports,,
15_429_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,Community Nursing Care,15,Improved Daily Living Skills,H,No,20230701,99991231,$185.18,$185.18,$185.18,$185.18,$185.18,$185.18,$185.18,$185.18,$259.25,$277.77,Y,Y,Y,Y,N,Price Limited Supports,,
15_501_0119_1_3,Provision of Hearing Services by an Audiologist,Specialised Hearing Services,15,Improved Daily Living Skills,H,No,20230701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports,,
15_502_0134_1_3,Provision of Hearing Services by an Audiologist,Hearing Services,15,Improved Daily Living Skills,H,No,20230701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports,,
15_503_0134_1_3,Provision of Hearing Services by an Audiometrist,Hearing Services,15,Improved Daily Living Skills,H,No,20230701,99991231,$166.83,$166.83,$166.83,$166.83,$166.83,$166.83,$166.83,$166.83,$233.56,$250.25,Y,Y,Y,Y,N,Price Limited Supports,,
15_606_0118_1_3,Early Childhood Supports - Counsellor,Early Intervention Supports For Early Childhood,15,Improved Daily Living Skills,H,No,20230701,99991231,$156.16,$156.16,$156.16,$156.16,$156.16,$156.16,$156.16,$156.16,$218.62,$234.24,Y,Y,Y,Y,N,Price Limited Supports,,
15_609_0118_1_3,Early Childhood Supports - Exercise Physiologist,Early Intervention Supports For Early Childhood,15,Improved Daily Living Skills,H,No,20230701,99991231,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$233.79,$250.49,Y,Y,Y,Y,N,Price Limited Supports,,
15_610_0128_1_3,Assessment Recommendation Therapy or Training - Art Therapist,Therapeutic Supports,15,Improved Daily Living Skills,H,No,20230701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports,,
15_611_0128_1_3,Assessment Recommendation Therapy or Training - Audiologist,Therapeutic Supports,15,Improved Daily Living Skills,H,No,20230701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports,,
